"Term","Synonym","UG/GR","Section Number","Subject","Course #","Section #","Crs Level","Course Type","Reg Restrictions","Bldg","Room","Section Title","Faculty Name (LFM)","Faculty Name 2 (LFM)","Sec Start Date","Meeting Start Date","Sec End Date","Meeting End Date","Start Time","End Time","Days","Sec Num Of Weeks ","Min Cred","Max Cred","Capacity","Enr Count","Wait","Depts","Divisions","College","Faculty Last Name","Faculty First Name","Instr Method","Sun","Mon","Tue","Wed","Thu","Fri","Sat","SEC.XLIST","SEC.FEE","Primary Section ","SEC.COMMENTS","SEC.PRINTED.COMMENTS","Academic Year","Term Sort No","Only Pass/NoPass","Allow Pass/NoPass","Bldg","Room","Start Date","End Date","Start Time","Start Time 24hr","End Time","End Time 24hr"
"2023SP","1547","UG","COMM-3003-01","COMM","3003","01","3","STND","LEVEL","GC","GC*113","Family Comm and Leadership","Simmons, Brian Keith","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:30 AM"," 10:45 AM","TTH","16","3.00","0.00","12","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Simmons","Brian","LEC","","","Y","","Y","","","2518","0.00","COMM-3003-01","","","2022","3","N","N","GC","113","2023-01-08","2023-04-27"," 9:30 AM","09:30:00"," 10:45 AM","10:45:00"
"2023SP","1549","UG","COMM-3003-02","COMM","3003","02","3","STND","LEVEL","GC","GC*113","Family Comm and Leadership","Simmons, Brian Keith","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 11:40 AM"," 12:55 PM","TTH","16","3.00","0.00","12","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Simmons","Brian","LEC","","","Y","","Y","","","2520","0.00","COMM-3003-02","","","2022","3","N","N","GC","113","2023-01-08","2023-04-27"," 11:40 AM","11:40:00"," 12:55 PM","12:55:00"
"2023SP","1599","UG","FMST-3003-02","FMST","3003","02","3","STND","LEVEL","GC","GC*113","Family Comm and Leadership","Simmons, Brian Keith","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:30 AM"," 10:45 AM","TTH","16","3.00","0.00","13","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Simmons","Brian","LEC","","","Y","","Y","","","2520","0.00","COMM-3003-02","","","2022","3","N","N","GC","113","2023-01-08","2023-04-27"," 9:30 AM","09:30:00"," 10:45 AM","10:45:00"
"2023SP","","UG","BUSA-3713-01","BUSA","3713","01","3","STND","LEVEL, SECOKENR","HBH","HBH*LEFTWICH","Business Ethics","Simmons, Jeffery Alan","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 8:00 AM"," 8:50 AM","MWF","16","3.00","0.00","75","0","","BUSI","BUSI","PROF (College Professional Studies)","Simmons","Jeffery","LEC","","Y","","Y","","Y","","","0.00","BUSA-3713-01","","","2022","3","N","N","HBH","LEFTWICH","2023-01-08","2023-04-27"," 8:00 AM","08:00:00"," 8:50 AM","08:50:00"
"2023SP","3123","UG","MGMT-4613-01","MGMT","4613","01","4","STND","LEVEL, SECOKENR","HBH","HBH*LEFTWICH","Strategic Management","Simmons, Jeffery Alan","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 8:00 AM"," 9:15 AM","TTH","16","3.00","0.00","43","0","","BUSI","BUSI","PROF (College Professional Studies)","Simmons","Jeffery","LEC","","","Y","","Y","","","","0.00","MGMT-4613-01","","","2022","3","N","N","HBH","LEFTWICH","2023-01-08","2023-04-27"," 8:00 AM","08:00:00"," 9:15 AM","09:15:00"
"2023SP","9337","UG","SPWR-1371-01","SPWR","1371","01","1","STND","LEVEL, SECOKENR","TBA","TBA*TBA","Varsity Volleyball","Skoch, Jason Paul","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","BUSI","BUSI","PROF (College Professional Studies)","Skoch","Jason","LEC","","","","","","","","","0.00","SPWR-1371-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","3083","UG","BUSA-1211-01","BUSA","1211","01","1","STND","LEVEL, SECOKENR","HBH","HBH*LEWIS","Introduction to Business","Smith, Burton Thomas","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 1:40 PM"," 2:30 PM","TTH","16","1.00","0.00","50","0","","BUSI","BUSI","PROF (College Professional Studies)","Smith","Burton","LEC","","","Y","","Y","","","","0.00","BUSA-1211-01","","","2022","3","N","N","HBH","LEWIS","2023-01-08","2023-04-27"," 1:40 PM","13:40:00"," 2:30 PM","14:30:00"
"2023SP","3126","UG","MKTG-3313-01","MKTG","3313","01","3","STND","LEVEL, SECOKENR, SOPH","HBH","HBH*LEWIS","Principles of Marketing","Smith, Burton Thomas","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 8:00 AM"," 9:15 AM","TTH","16","3.00","0.00","50","0","","BUSI","BUSI","PROF (College Professional Studies)","Smith","Burton","LEC","","","Y","","Y","","","","0.00","MKTG-3313-01","","","2022","3","N","N","HBH","LEWIS","2023-01-08","2023-04-27"," 8:00 AM","08:00:00"," 9:15 AM","09:15:00"
"2023SP","3128","UG","MKTG-3713-01","MKTG","3713","01","3","STND","JRSTNDNG, LEVEL","HBH","HBH*106","Sales Mgmt & the Sales Process","Smith, Burton Thomas","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 2:40 PM"," 3:55 PM","TTH","16","3.00","0.00","30","0","","BUSI","BUSI","PROF (College Professional Studies)","Smith","Burton","LEC","","","Y","","Y","","","","0.00","MKTG-3713-01","","","2022","3","N","N","HBH","106","2023-01-08","2023-04-27"," 2:40 PM","14:40:00"," 3:55 PM","15:55:00"
"2023SP","3130","UG","MKTG-4613-01","MKTG","4613","01","4","STND","SRLVL, LEVEL, SECOKENR","HBH","HBH*106","Marketing Management","Smith, Burton Thomas","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:30 AM"," 10:45 AM","TTH","16","3.00","0.00","30","0","","BUSI","BUSI","PROF (College Professional Studies)","Smith","Burton","LEC","","","Y","","Y","","","","0.00","MKTG-4613-01","","","2022","3","N","N","HBH","106","2023-01-08","2023-04-27"," 9:30 AM","09:30:00"," 10:45 AM","10:45:00"
"2023SP","9846","GR","MKTG-5703-01","MKTG","5703","01","5","STND","LEVEL","HBH","HBH*106","Marketing Management","Smith, Burton Thomas","Simmons, Jeffery Alan","2023-01-09","2023-01-09","2023-02-23","2023-02-23"," 6:00 PM"," 9:30 PM","M","7","3.00","0.00","25","0","","BUSI","BUSI","PROF (College Professional Studies)","Smith","Burton","LEC","","Y","","","","","","","0.00","MKTG-5703-01","","","2022","3","N","N","HBH","106","2023-01-09","2023-02-23"," 6:00 PM","18:00:00"," 9:30 PM","21:30:00"
"2023SP","9913","UG","HIST-4813-01","HIST","4813","01","4","STND","LEVEL, SECOKENR","DAH","DAH*220","Ss: Women's History","Smith, Emily J","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 11:40 AM"," 12:30 PM","MWF","16","3.00","0.00","25","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Smith","Emily","LEC","","Y","","Y","","Y","","","0.00","HIST-4813-01","","","2022","3","N","N","DAH","220","2023-01-08","2023-04-27"," 11:40 AM","11:40:00"," 12:30 PM","12:30:00"
"2023SP","0552","UG","HONR-1204-01","HONR","1204","01","1","STND","LEVEL","DAH","DAH*210","Sacred & Sec Thought & Ex II","Smith, Emily J","LaMascus, Richard Scott","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:30 AM"," 10:45 AM","TTH","16","4.00","0.00","20","0","","INTD","LLC","HBIBL (College of Humanities and Bible)","Smith","Emily","LEC","","","Y","","Y","","","","0.00","HONR-1204-01","","","2022","3","N","N","DAH","210","2023-01-08","2023-04-27"," 9:30 AM","09:30:00"," 10:45 AM","10:45:00"
"2023SP","1563","UG","HIST-2723-01","HIST","2723","01","2","STND","LEVEL","DAH","DAH*220","Introduction to Public History","Smith, Emily J","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:00 AM"," 9:50 AM","MWF","16","3.00","0.00","30","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Smith","Emily","LEC","","Y","","Y","","Y","","","0.00","HIST-2723-01","","","2022","3","N","Y","DAH","220","2023-01-08","2023-04-27"," 9:00 AM","09:00:00"," 9:50 AM","09:50:00"
"2023SP","1628","UG","HIST-2823-01","HIST","2823","01","2","STND","LEVEL","DAH","DAH*220","World Civilization to 1500","Smith, Emily J","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 11:40 AM"," 12:30 PM","TTH","16","3.00","0.00","70","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Smith","Emily","LEC","","","Y","","Y","","","","0.00","HIST-2823-01","","","2022","3","N","N","DAH","220","2023-01-08","2023-04-27"," 11:40 AM","11:40:00"," 12:30 PM","12:30:00"
"2023SP","9852","GR","INFO-5303-92","INFO","5303","92","5","INT","LEVEL","","*","Business Intelligence","Smith, Kenneth David","Simmons, Jeffery Alan","2023-01-09","2023-01-09","2023-02-23","2023-02-23","","","","7","3.00","0.00","25","0","","BUSI","BUSI","PROF (College Professional Studies)","Smith","Kenneth","WEB","","","","","","","","","0.00","INFO-5303-92","","","2022","3","N","N","","","2023-01-09","2023-02-23","","","",""
"2023SP","9858","GR","INFO-5303-93","INFO","5303","93","5","INT","LEVEL","","*","Business Intelligence","Smith, Kenneth David","Simmons, Jeffery Alan","2023-03-06","2023-03-06","2023-04-27","2023-04-27","","","","8","3.00","0.00","25","0","","BUSI","BUSI","PROF (College Professional Studies)","Smith","Kenneth","WEB","","","","","","","","","0.00","INFO-5303-93","","","2022","3","N","N","","","2023-03-06","2023-04-27","","","",""
"2023SP","","UG","CMSC-1123-01","CMSC","1123","01","1","STND","LEVEL, SECOKENR","HSH","HSH*207","Programming II","Smith, Patrick Scott","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:00 AM"," 9:50 AM","MWF","16","3.00","0.00","40","0","","MATH","ENGCS","PROF (College Professional Studies)","Smith","Patrick","LEC","","Y","","Y","","Y","","","0.00","CMSC-1123-01","","","2022","3","N","N","HSH","207","2023-01-08","2023-04-27"," 9:00 AM","09:00:00"," 9:50 AM","09:50:00"
"2023SP","0576","UG","CMSC-1123-02","CMSC","1123","02","1","STND","LEVEL","HSH","HSH*208","Programming II","Smith, Patrick Scott","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 1:30 PM","MWF","16","3.00","0.00","40","0","","CSIS","ENGCS","PROF (College Professional Studies)","Smith","Patrick","LEC","","Y","","Y","","Y","","","0.00","CMSC-1123-02","**CLASSMERGE:CMSC-1123-01","","2022","3","N","N","HSH","208","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 1:30 PM","13:30:00"
"2023SP","9893","UG","CMSC-1123L-01","CMSC","1123L","01","1","STND","LEVEL, SECOKENR","HSH","HSH*211","Programming II Lab","Smith, Patrick Scott","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 3:40 PM"," 5:30 PM","M","16","0.00","0.00","40","0","","MATH","ENGCS","PROF (College Professional Studies)","Smith","Patrick","LAB","","Y","","","","","","","0.00","CMSC-1123L-01","","","2022","3","N","N","HSH","211","2023-01-08","2023-04-27"," 3:40 PM","15:40:00"," 5:30 PM","17:30:00"
"2023SP","9894","UG","CMSC-1123L-02","CMSC","1123L","02","1","STND","LEVEL, SECOKENR","HSH","HSH*211","Programming II Lab","Smith, Patrick Scott","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 3:40 PM"," 5:30 PM","T","16","0.00","0.00","40","0","","MATH","ENGCS","PROF (College Professional Studies)","Smith","Patrick","LAB","","","Y","","","","","","0.00","CMSC-1123L-02","","","2022","3","N","N","HSH","211","2023-01-08","2023-04-27"," 3:40 PM","15:40:00"," 5:30 PM","17:30:00"
"2023SP","1626","GR","CMSC-5633-02","CMSC","5633","02","5","STND","LEVEL","HSH","HSH*212","Patterns of Object-Oriented Sy","Smith, Patrick Scott","","2023-03-06","2023-03-06","2023-04-27","2023-04-27"," 6:00 PM"," 9:30 PM","M","8","3.00","0.00","25","0","","CSIS","ENGCS","PROF (College Professional Studies)","Smith","Patrick","LEC","","Y","","","","","","","0.00","CMSC-5633-02","","","2022","3","N","Y","HSH","212","2023-03-06","2023-04-27"," 6:00 PM","18:00:00"," 9:30 PM","21:30:00"
"2023SP","9339","UG","SPWR-1391-01","SPWR","1391","01","1","STND","LEVEL, SECOKENR","TBA","TBA*TBA","Mens Varsity Soccer","Sowerby, Mitchell","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","BUSI","BUSI","PROF (College Professional Studies)","Sowerby","Mitchell","ACTV","","","","","","","","","0.00","SPWR-1391-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","0070","UG","SOCI-3513-26","SOCI","3513","26","3","STND, CC, NP","LEVEL, SECOKENR","","*","World Religions","Spears, Josh","Knowles, Sada Ji","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","3.00","0.00","5","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Spears","Josh","LEC","","","","","","","","","0.00","SOCI-3513-26","","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","0745","GR","BUSA-5043-91","BUSA","5043","91","5","STND","LEVEL","","*","Organizational/Operations Mgmt","Sperry, Kenneth R.","Simmons, Jeffery Alan","2023-01-09","2023-01-09","2023-02-23","2023-02-23","","","","7","3.00","0.00","25","0","","BUSI","BUSI","PROF (College Professional Studies)","Sperry","Kenneth","WEB","","","","","","","","","0.00","BUSA-5043-91","","","2022","3","N","N","","","2023-01-09","2023-02-23","","","",""
"2023SP","9886","UG","EXSC-3043-01","EXSC","3043","01","3","STND","LEVEL, SECOKENR","HSH","HSH*207","Strength and Conditioning","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 8:00 AM"," 9:20 AM","TTH","16","3.00","0.00","17","0","","BIOS","NHSCI","PROF (College Professional Studies)","Staff","","LEC","","","Y","","Y","","","","0.00","EXSC-3043-01","","","2022","3","N","N","HSH","207","2023-01-08","2023-04-27"," 8:00 AM","08:00:00"," 9:20 AM","09:20:00"
"2023SP","6919","UG","ENGR-2433-01","ENGR","2433","01","2, 3, 4","STND","LEVEL, SECOKENR","PEC","PEC*229","Thermodynamics I","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 4:00 PM"," 4:50 PM","MWF","16","3.00","0.00","30","0","","ENGR","ENGCS","PROF (College Professional Studies)","Staff","","LEC","","Y","","Y","","Y","","","0.00","ENGR-2433-01","","","2022","3","N","N","PEC","229","2023-01-08","2023-04-27"," 4:00 PM","16:00:00"," 4:50 PM","16:50:00"
"2023SP","0672","GR","ENGR-5003-02","ENGR","5003","02","5","STND","LEVEL","PEC","PEC*228","Foun of Tech Ethics & Values","Staff,","","2023-03-06","2023-03-06","2023-04-27","2023-04-27"," 6:00 PM"," 7:30 PM","M","8","3.00","0.00","25","0","","ENGR","ENGCS","PROF (College Professional Studies)","Staff","","LEC","","Y","","","","","","","0.00","ENGR-5003-02","","","2022","3","N","N","PEC","228","2023-03-06","2023-04-27"," 6:00 PM","18:00:00"," 7:30 PM","19:30:00"
"2023SP","9805","GR","ENGR-5903-01","ENGR","5903","01","5","PRAC","LEVEL","","*","Engineering Practicum","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","3.00","0.00","25","0","","ENGR","ENGCS","PROF (College Professional Studies)","Staff","","PRA","","","","","","","","","0.00","ENGR-5903-01","","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","6430","UG","NURS-3025C-00","NURS","3025C","00","3","CLINC","LEVEL, NURS, SECOKENR","TBA","TBA*TBA","Adult Nursing II Clinicals","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","0.00","0.00","50","0","","NURS","NHSCI","PROF (College Professional Studies)","Staff","","CLIN","","","","","","","","","0.00","NURS-3025C-00","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","6432","UG","NURS-3034C-00","NURS","3034C","00","3","CLINC","NURS, LEVEL, SECOKENR","TBA","TBA*TBA","Hlt Cr Miss & Chrst Ser Clinic","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","0.00","0.00","0","0","","NURS","NHSCI","PROF (College Professional Studies)","Staff","","CLIN","","","","","","","","","0.00","NURS-3034C-00","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","6429","UG","NURS-4025C-00","NURS","4025C","00","4","CLINC","SRLVL, LEVEL, NURS, SECOKENR","TBA","TBA*TBA","Adult Nursing III Clinical","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","0.00","0.00","60","0","","NURS","NHSCI","PROF (College Professional Studies)","Staff","","CLIN","","","","","","","","","0.00","NURS-4025C-00","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","5623","GR","BUSA-5023-92","BUSA","5023","92","5","INT","LEVEL","","*","Marketing & the Legal Environ","Staff,","Simmons, Jeffery Alan","2023-03-06","2023-03-06","2023-04-27","2023-04-27","","","","8","3.00","0.00","25","0","","BUSI","BUSI","PROF (College Professional Studies)","Staff","","WEB","","","","","","","","","0.00","BUSA-5023-92","","","2022","3","N","N","","","2023-03-06","2023-04-27","","","",""
"2023SP","1490","UG","GREK-1213-91","GREK","1213","91","1","STND","LEVEL","WBC","WBC*120","Elementary Greek II","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 11:40 AM"," 12:30 PM","MWF","16","3.00","0.00","15","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Staff","","LEC","","Y","","Y","","Y","","","0.00","GREK-1213-91","","","2022","3","N","N","WBC","120","2023-01-08","2023-04-27"," 11:40 AM","11:40:00"," 12:30 PM","12:30:00"
"2023SP","3401","UG","ARTS-1413-03","ARTS","1413","03","1","STND","LEVEL","GC","GC*147","Elements of Visual Thinking","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 2:55 PM","TTH","16","3.00","0.00","18","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Staff","","LEC","","","Y","","Y","","","","0.00","ARTS-1413-03","","","2022","3","N","N","GC","147","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 2:55 PM","14:55:00"
"2023SP","3420","UG","ARTS-3773-01","ARTS","3773","01","3","STND","JRSTNDNG, LEVEL","GC","GC*147","Business of Branding Yourself","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 3:00 PM"," 5:15 PM","TTH","16","3.00","0.00","30","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Staff","","LEC","","","Y","","Y","","","","0.00","ARTS-3773-01","","","2022","3","N","N","GC","147","2023-01-08","2023-04-27"," 3:00 PM","15:00:00"," 5:15 PM","17:15:00"
"2023SP","3421","UG","ARTS-4253-01","ARTS","4253","01","4","STND","LEVEL","GC","GC*147","Integrated Marketing Design","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:15 AM"," 10:45 AM","MW","16","3.00","0.00","20","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Staff","","LEC","","Y","","Y","","","","","0.00","ARTS-4253-01","","","2022","3","N","N","GC","147","2023-01-08","2023-04-27"," 9:15 AM","09:15:00"," 10:45 AM","10:45:00"
"2023SP","3424","UG","ARTS-4811-01","ARTS","4811","01","4","STND","LEVEL","TBA","TBA*TBA","Graphic Design Internship","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Staff","","INT","","","","","","","","","0.00","ARTS-4811-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","3425","UG","ARTS-4812-01","ARTS","4812","01","4","STND","LEVEL","TBA","TBA*TBA","Graphic Design Internship","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","2.00","0.00","0","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Staff","","INT","","","","","","","","","0.00","ARTS-4812-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","3426","UG","ARTS-4813-01","ARTS","4813","01","4","STND","LEVEL","TBA","TBA*TBA","Graphic Design Internship","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","3.00","0.00","0","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Staff","","INT","","","","","","","","","0.00","ARTS-4813-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","0706","UG","HONR-4113-61","HONR","4113","61","4","VIE","LEVEL, VIE","","*","Honors Experience","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","3.00","0.00","0","0","","INTD","LLC","HBIBL (College of Humanities and Bible)","Staff","","LEC","","","","","","","","","0.00","HONR-4113-61","","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","1604","GR","BIBL-5723-01","BIBL","5723","01","5","STND","LEVEL","","*","Scripture Thesis II","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","3.00","0.00","10","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Staff","","FLD","","","","","","","","","0.00","BIBL-5723-01","","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","1606","GR","COMP-5901-01","COMP","5901","01","5","STND","LEVEL","","*","Comprehensive Examination","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Staff","","WEB","","","","","","","","","0.00","COMP-5901-01","","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","1637","UG","MECH-4112-01","MECH","4112","01","4","STND","LEVEL","","","Linear Systems Modeling","Staff,","","2023-01-08","","2023-04-27","","","","","16","2.00","0.00","0","0","","MECH","ENGCS","PROF (College Professional Studies)","Staff","","LEC","","","","","","","","","0.00","MECH-4112-01","","","2022","3","N","N","","","","","","","",""
"2023SP","1642","UG","FINC-3813-01","FINC","3813","01","3","STND","LEVEL","HBH","HBH*LEWIS","Personal Finance","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 8:00 AM"," 8:50 AM","MWF","16","3.00","0.00","35","0","","BUSI","BUSI","PROF (College Professional Studies)","Staff","","LEC","","Y","","Y","","Y","","","0.00","FINC-3813-01","","","2022","3","N","Y","HBH","LEWIS","2023-01-08","2023-04-27"," 8:00 AM","08:00:00"," 8:50 AM","08:50:00"
"2023SP","1673","GR","GUID-5913-91","GUID","5913","91","5","INT","LEVEL","","*","Mentored Ministry Studies","Staff,","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","3.00","0.00","0","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Staff","","WEB","","","","","","","","","0.00","GUID-5913-91","","","2022","3","N","Y","","","2023-01-08","2023-04-27","","","",""
"2023SP","1674","GR","GUID-5916-91","GUID","5916","91","5","INT","LEVEL","","","Mentored Ministry Experience","Staff,","","2023-01-08","","2023-04-27","","","","","16","6.00","0.00","0","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Staff","","LEC","","","","","","","","","0.00","GUID-5916-91","","","2022","3","N","Y","","","","","","","",""
"2023SP","3614","UG","NURS-2013C-02","NURS","2013C","02","2","CLINC","LEVEL, NURS, SECOKENR","HP","HP*206","Fund of Nursing Theory Clinica","Steele, Taylor Jean","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 3:30 PM","W","16","0.00","0.00","10","0","","NURS","NHSCI","PROF (College Professional Studies)","Steele","Taylor","LAB","","","","Y","","","","","0.00","NURS-2013C-02","**CLASSMERGE:NURS-2013C-01","","2022","3","N","N","HP","206","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 3:30 PM","15:30:00"
"2023SP","3616","UG","NURS-2033-01","NURS","2033","01","2","HYBRD","LEVEL, NURS, SECOKENR","HSH","HSH*212","Pharmacology","Steele, Taylor Jean","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:30 AM"," 10:50 AM","TTH","16","3.00","0.00","60","0","","NURS","NHSCI","PROF (College Professional Studies)","Steele","Taylor","LEC","","","Y","","Y","","","","0.00","NURS-2033-01","","","2022","3","N","N","HSH","212","2023-01-08","2023-04-27"," 9:30 AM","09:30:00"," 10:50 AM","10:50:00"
"2023SP","0646","UG","FINC-3011-01","FINC","3011","01","3","STND","LEVEL","HBH","HBH*103","Student Investment Fund Team","Stewart, Millard Lee","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 6:00 PM"," 8:00 PM","M","16","1.00","0.00","15","0","","BUSI","BUSI","PROF (College Professional Studies)","Stewart","Millard","LEC","","Y","","","","","","","0.00","FINC-3011-01","","","2022","3","N","N","HBH","103","2023-01-08","2023-04-27"," 6:00 PM","18:00:00"," 8:00 PM","20:00:00"
"2023SP","0647","UG","FINC-3021-01","FINC","3021","01","3","STND","LEVEL","HBH","HBH*103","Student Investment Fund Team","Stewart, Millard Lee","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 6:00 PM"," 8:00 PM","M","16","1.00","0.00","15","0","","BUSI","BUSI","PROF (College Professional Studies)","Stewart","Millard","LEC","","Y","","","","","","","0.00","FINC-3021-01","","","2022","3","N","N","HBH","103","2023-01-08","2023-04-27"," 6:00 PM","18:00:00"," 8:00 PM","20:00:00"
"2023SP","0648","UG","FINC-4011-01","FINC","4011","01","3","STND","LEVEL","HBH","HBH*103","Student Investment Fund Team","Stewart, Millard Lee","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 6:00 PM"," 8:00 PM","M","16","1.00","0.00","15","0","","BUSI","BUSI","PROF (College Professional Studies)","Stewart","Millard","LEC","","Y","","","","","","","0.00","FINC-4011-01","","","2022","3","N","N","HBH","103","2023-01-08","2023-04-27"," 6:00 PM","18:00:00"," 8:00 PM","20:00:00"
"2023SP","9848","GR","FINC-5143-01","FINC","5143","01","5","STND","LEVEL","HBH","HBH*103","Investments","Stewart, Millard Lee","Simmons, Jeffery Alan","2023-01-09","2023-01-09","2023-02-23","2023-02-23"," 6:00 PM"," 9:30 PM","TH","7","3.00","0.00","25","0","","BUSI","BUSI","PROF (College Professional Studies)","Stewart","Millard","LEC","","","","","Y","","","","0.00","FINC-5143-01","","","2022","3","N","N","HBH","103","2023-01-09","2023-02-23"," 6:00 PM","18:00:00"," 9:30 PM","21:30:00"
"2023SP","3175","UG","MUSC-1541-03","MUSC","1541","03","1","PML","LEVEL, SECOKENR","GC","GC*171","Flute","Syring, Natalie J","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Syring","Natalie","LEC","","","","","","","","","0.00","MUSC-1541-03","","","2022","3","N","N","GC","171","2023-01-08","2023-04-27","","","",""
"2023SP","3180","UG","MUSC-1542-03","MUSC","1542","03","1","PML","LEVEL, SECOKENR","GC","GC*171","Flute","Syring, Natalie J","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","2.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Syring","Natalie","LEC","","","","","","","","","0.00","MUSC-1542-03","","","2022","3","N","N","GC","171","2023-01-08","2023-04-27","","","",""
